segment_id,time_to_failure,f0_semitone_mean,f0_semitone_cv,jitter_local_mean,jitter_local_cv,formant1_hz_mean,formant1_hz_cv,formant2_hz_mean,formant2_hz_cv,formant3_hz_mean,formant3_hz_cv,formant1_bandwidth_hz_mean,formant1_bandwidth_hz_cv,shimmer_local_mean,shimmer_local_cv,loudness_db_mean,loudness_db_cv,hnr_db_mean,hnr_db_cv,alpha_ratio_mean,alpha_ratio_cv,hammarberg_index_mean,hammarberg_index_cv,spectral_slope_0_500_mean,spectral_slope_0_500_cv,spectral_slope_500_1500_mean,spectral_slope_500_1500_cv,formant1_relative_energy_mean,formant1_relative_energy_cv,formant2_relative_energy_mean,formant2_relative_energy_cv,formant3_relative_energy_mean,formant3_relative_energy_cv,h1_h2_ratio_mean,h1_h2_ratio_cv,h1_a3_ratio_mean,h1_a3_ratio_cv,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm
10,1.0413962602615356,1.765387210490194,3.9633836923324863,11.940356379412151,2.2809349865704034,236.8383884379817,0.46545168059891684,739.9949386269026,0.40839293708798846,1137.5347730418216,0.2708540402199503,108.0629950661436,0.7118314115403306,24.2455931534747,0.6691945289556749,85.91997792091739,0.2890100161328436,0.0969169267565385,7.181050586956746,789.6792107026013,1.4396584863930436e-16,1702.526080255194,3.0842230082985337e-18,-0.001874535777281604,2.3130746790751343e-16,-0.0017550123159069111,3.706648082154014e-16,14640603223878.729,0.5524705606166689,638156406771.2992,2.9800092645234244,31458125799.39196,1.2862523675407798,1.6086825403746146,5.942663103605858,5.855309367294196,5.067261122351845,0.2445531189441681,0.4259852468967438,1.4034192562103271,1.1588661670684814,18.314207077026367,12.717432975769043,20.663436889648438,12.706609725952148,1.0498920679092407,1.1433701515197754,15.72829532623291,0.1771387755870819,8.235030174255371,0.7543637752532959,9.70461654663086,0.8272078633308411,12.271608352661133,0.8029500842094421
11,1.001997947692871,1.321477679762957,4.406058051736169,16.70280909284305,2.4371193205683754,236.2302425003398,0.3856631818836021,635.9189753452314,0.4405628435002085,1041.6587712894739,0.29150527197047305,120.6528566503276,0.6261647988193623,24.221508887561583,0.6268436146950145,94.00907429863398,0.23890175330412933,0.06269339181817221,7.810960563062071,2816.1336126356496,3.2295864716508336e-16,3210.976557886187,2.8324551281422503e-16,-0.0033285089753863923,3.9087850343908805e-16,-0.0017466578416641192,0.0,107038627284923.62,0.5237552840954579,8056552807430.024,3.1297183486432023,106370451713.78339,1.129631347475621,4.629545536632163,7.549593157425397,24.895561635596973,5.793242516674439,0.2445531189441681,0.815449059009552,1.8444032669067383,1.5998501777648926,18.415475845336914,11.016324043273926,18.630067825317383,11.593108177185059,1.548414707183838,0.8569125533103943,15.888388633728027,0.20026126503944397,6.555037498474121,0.9195230007171631,7.092563629150391,1.1642264127731323,8.452333450317383,1.3118499517440796
12,0.9626996517181396,2.073893534288756,3.5358278011825597,10.422100175071538,3.173636568506038,244.14536844691145,0.41927327920149765,676.5016839250785,0.4250704239873629,1082.6539566452593,0.27549307336659745,114.85396692962276,0.6320338858110852,26.179886823544766,0.6465670977800374,91.9227016007755,0.23967216261799698,0.15800619617087827,5.137876759382445,1058.7473159411716,2.1475726268180302e-16,1569.5613375555322,1.449803178998788e-16,-0.0020886115689565587,4.15281496511927e-16,-0.0017475784503005398,3.7224154565389e-16,36950500491123.38,0.5766671539977215,2032518090399.6746,3.290619038100376,73119539365.02992,1.1639805845090316,3.042582656916058,6.073448365625113,13.770102245317135,4.162067369078949,0.2445531189441681,0.729036808013916,1.6884961128234863,1.4439430236816406,18.547739028930664,11.547914505004883,17.656126022338867,11.193920135498047,1.3988381624221802,0.9393110871315002,15.891570091247559,0.20240043103694916,7.023821830749512,0.8833493590354919,8.090093612670898,1.0141313076019287,9.73517894744873,1.1136525869369507
13,0.9243968725204468,3.5431853136307354,2.769166128305828,5.368639319737694,2.801208645486281,247.21413825756827,0.43711588522945405,703.2475947708764,0.39496119450764866,1116.2620047336509,0.2645474231621354,112.20532575504724,0.6558943680435441,24.26079354971308,0.6462350542204879,89.84125004685782,0.23713122093245304,0.34215435249893367,3.688358806190544,700.6567321564447,0.0,1567.7154339947929,1.4503504303956944e-16,-0.0013934507217120819,1.556139956141951e-16,-0.0017547522062834676,2.470970673764786e-16,11879357431963.465,0.7483540292149072,464285080274.3817,3.441986594458874,31761863082.025055,1.2349671767726977,4.2429599748170865,3.9761048611196257,17.923651362845174,4.000093825039516,0.2445531189441681,0.5105960965156555,1.5145490169525146,1.269995927810669,17.730972290039062,11.960387229919434,17.884719848632812,10.953670501708984,1.1159552335739136,1.1030946969985962,15.598690032958984,0.19557921588420868,7.847425937652588,0.8104156255722046,9.125303268432617,0.8988316059112549,11.590068817138672,0.8985157012939453
14,0.8849985599517822,2.223130804458415,3.540490490655783,8.156401974026265,2.7153069117478523,236.81379594521138,0.4817376970700234,768.7443762589884,0.4030030571903146,1162.7757268331084,0.2631240441416955,103.8087060888935,0.740980732534161,27.113130221408813,0.6098668535853495,84.15191992654292,0.29552536062464346,0.1978562071236478,4.73125905243628,634.7654747533668,3.5820107502156813e-16,1651.7726155221312,1.376176310470588e-16,-0.0012262981185060307,1.768252199239059e-16,-0.0017493234670663332,3.7187022053859826e-16,10833684404103.352,0.5970740030590929,490397851748.75745,3.370042785191755,26777861295.18181,1.338544265782733,1.7057223820217522,4.979884274529289,8.35657191951461,4.940798542386169,0.2445531189441681,0.3100392520427704,1.283756971359253,1.0392038822174072,17.79231834411621,11.472481727600098,19.222257614135742,11.594474792480469,0.9546506404876709,1.2441734075546265,15.788240432739258,0.16767920553684235,8.764379501342773,0.695294976234436,10.209705352783203,0.7604001760482788,12.824485778808594,0.7702553272247314
15,0.8466957807540894,3.129174386181478,3.030758040888863,5.541021451622532,2.5977785793707233,243.36277574927303,0.4269700432492214,680.2064522171321,0.4226773881887092,1091.4479548988406,0.2806828968235189,116.50891818473764,0.6488046813099989,27.520557143326936,0.6407102663598793,90.36107346472014,0.24469086410906046,0.321204295651714,3.6949016529391,516.8141843067261,0.0,1068.3877441568056,2.1281943441112779e-16,-0.001716613529141291,2.526374525378137e-16,-0.0016903071186687745,1.2828463662146596e-16,16265463343801.78,0.7422332554657107,948077360473.8945,2.9833607772360375,46794550831.080185,1.189086511367681,4.305992619888912,3.9949653567506997,14.075958195716254,3.8184113786800786,0.2445531189441681,0.6122925281524658,1.5534164905548096,1.3088634014129639,18.70668601989746,11.472163200378418,17.77140235900879,10.880889892578125,1.2293158769607544,1.0237715244293213,15.642487525939941,0.1926080286502838,7.367222309112549,0.8488101363182068,8.475288391113281,0.9930418729782104,10.773944854736328,0.9848131537437439
16,0.8072974681854248,2.47537626826681,3.3633659870413752,7.957016733907843,2.861450107214988,240.62498161347588,0.44608452317015146,725.9546841494677,0.408680941994233,1099.0742762087987,0.3018032709190062,110.96570803723368,0.7035069853622398,26.244176315111385,0.6572003603781094,87.02600607846628,0.2767752402196073,0.16694590895475342,5.615011738061694,825.5752889582125,1.377062022593683e-16,1626.5727828063837,1.3978696671103534e-16,-0.0019320195680376836,4.489404519175583e-16,-0.0017469621461671005,4.964971564446472e-16,18311710994305.43,0.6118133191377677,796381895806.7139,3.970401485685172,29550533916.152973,1.2899365158212608,3.7627402146295412,4.680425349963281,19.28454595556234,4.123027197368819,0.2445531189441681,0.48905840516090393,1.3609768152236938,1.1164237260818481,17.983089447021484,11.927373886108398,18.616870880126953,11.923633575439453,1.096816062927246,1.1145305633544922,15.935325622558594,0.18582414090633392,8.022597312927246,0.7748348712921143,9.681756973266602,0.809624195098877,12.04725456237793,0.8294682502746582
17,0.7679991722106934,2.5889946497814025,3.2878643646477674,7.208488462293315,2.8562753514211376,239.66052136260473,0.4411459630800064,719.2740707984561,0.4222648571461688,1095.6411618771228,0.301520319387299,111.81333777952337,0.664876412566388,26.61856522971324,0.6947104784174869,87.45800339891534,0.28439385341644263,0.23515901801646755,4.440195326516661,656.6111664670156,0.0,1422.181267530612,1.598767193988075e-16,-0.0015309476603018839,0.0,-0.001755675821330811,1.2350824216097865e-16,17229363489435.533,0.814046318397427,825849700280.7501,3.6321076225934807,36045157734.8503,1.2912721721665008,5.154584600085416,4.83018236898548,15.890427904347556,4.954786997072898,0.2445531189441681,0.5110014081001282,1.4428520202636719,1.1982989311218262,18.878538131713867,12.793546676635742,17.63825798034668,10.833781242370605,1.1380648612976074,1.086693525314331,15.926509857177734,0.18136709928512573,7.97839879989624,0.7719040513038635,9.329434394836426,0.8398059606552124,11.658292770385742,0.8619643449783325
18,0.7296963930130005,3.896075889112351,2.662871658381021,5.042480374765547,3.2629059033661707,243.55869706068052,0.40806904399389454,705.8740318908984,0.4321719486231721,1083.7175024748083,0.30225356017509575,112.63841089551725,0.6630314709822113,25.60664097824008,0.652801400882719,89.35061067977084,0.267999638372,0.39157280976245123,3.6134227925152285,711.0606865971118,3.1976690559474337e-16,1318.7304688723743,3.448372215706151e-16,-0.0013022079222928388,3.33035041155798e-16,-0.0017529964891422362,2.4747648263162753e-16,26330565274027.31,0.8319573187322543,973800778340.5024,3.591479581312321,44131256490.35408,1.2911411456872195,11.419025738974385,3.6730551957642503,33.563605970069204,4.266221574082583,0.2445531189441681,0.5991914868354797,1.5978672504425049,1.3533141613006592,18.536022186279297,11.933279037475586,17.031949996948242,10.671262741088867,1.2251758575439453,1.0276857614517212,15.52933120727539,0.19103550910949707,7.490299701690674,0.840751588344574,8.445387840270996,0.9918938279151917,10.84424877166748,0.9949535131454468
19,0.6902980804443359,1.8985874699739835,3.7960936331353534,9.93080607508566,3.157890285444297,237.76199120402256,0.4580172124864498,723.0971891520177,0.4337966371985318,1058.2004762020294,0.3423772536902765,108.29153073733944,0.6850865129159261,27.804820666236672,0.6724494076196317,86.833040158551,0.3055036786758759,0.16272585348305607,6.091403964246705,894.8636023062686,3.8113128334402803e-16,1547.1098922682445,1.469667258800056e-16,-0.002102660457457845,0.0,-0.0017550581199857935,2.4710342298961144e-16,26171359434679.5,0.7345587000217917,1462169285959.5264,3.2695526967491744,45808756388.01145,1.2732509613086191,4.420735867783774,6.249594223110064,10.12815335497704,5.250091157048676,0.2445531189441681,0.5349220633506775,1.471917986869812,1.2273648977279663,17.706680297851562,11.31254768371582,17.69615936279297,10.51752758026123,1.1428887844085693,1.0743138790130615,16.00040626525879,0.18122358620166779,7.85247802734375,0.7714090943336487,9.206881523132324,0.8516286015510559,11.61768913269043,0.8866207003593445
20,0.6508997678756714,4.0795245507307865,2.5560506985373737,4.92490360826593,3.101329979693517,241.95716117566764,0.38910615607437116,638.2935484258119,0.4321000643306936,1067.9304868515892,0.2810539268731884,113.22800400152217,0.648758461207901,23.949714002318096,0.6164486788061124,92.65102732497668,0.2360015399634293,0.34630299336996284,3.532384030712035,880.2005754217438,2.9828258783149564e-18,1419.0237428734426,1.6036060201598394e-16,-0.0014329266332353365,1.513269622238141e-16,-0.001753852833051031,1.2363661899720615e-16,37536011855958.38,0.8367625542620509,2169805193249.285,3.860618711328126,59892977903.51525,1.2332687153352053,14.610924787776355,3.7121196754772474,25.482388710857695,3.937259864837483,0.2445531189441681,0.7504633069038391,1.7707210779190063,1.5261679887771606,18.40098762512207,11.133306503295898,17.74653434753418,10.217568397521973,1.4446954727172852,0.9182077050209045,15.818346977233887,0.20731991529464722,6.454656600952148,0.9677661657333374,7.09423828125,1.2264351844787598,8.977333068847656,1.2682771682739258
21,0.6125969886779785,2.1983814527266765,3.5475913040186606,8.685745331432193,3.2819692527525404,250.9648456160723,0.37683325207112833,661.7385361629327,0.4083846334453653,1049.8991899560906,0.30875214934706985,121.20452151619773,0.5941049142445446,26.689695978929013,0.6649860059759188,92.92204456028509,0.2286985357534982,0.12197047169513635,5.859527520558996,1103.2205833473054,0.0,1754.8226401504446,2.591414884227147e-16,-0.002226057087179733,1.9482019194020164e-16,-0.001750098143092561,1.2390187107674246e-16,31784833729712.844,0.5823715542495989,1491752539296.162,2.9762493476746066,57347867852.56532,1.1363118521695288,4.697196810017167,5.1639449608846775,15.318997194375049,3.6814202211662534,0.2445531189441681,0.6706895232200623,1.6000943183898926,1.3555412292480469,18.627588272094727,11.705221176147461,17.95553970336914,11.588299751281738,1.3008743524551392,0.9746207594871521,15.862672805786133,0.19411107897758484,7.344064235687256,0.8229071497917175,8.437233924865723,0.9655071496963501,10.630051612854004,0.9811607003211975
22,0.5732986927032471,0.678725816689562,5.773402306039165,35.342082387489505,3.058911019405601,247.95833506012818,0.394194692417191,665.5975468180158,0.40393275492260877,1080.957183728032,0.2670439183703006,124.02727848818104,0.5936215635303416,25.261340212996046,0.5882812888873598,93.41971173158298,0.2133553921130447,0.03903743754868683,10.344221458189132,2951.752643227767,3.0812022947098576e-16,3499.470099967147,1.2994748858998204e-16,-0.003331610114659739,2.6034310982904076e-16,-0.0017359502590110622,1.2491166343707955e-16,130635983298229.94,1.1558244672042854,2719058982983.8203,3.871304174238231,66707311476.874016,1.101111535153562,1.338296655426206,12.605352337625414,137.7983109800075,7.1835554687338385,0.2445531189441681,0.6734161376953125,1.6490447521209717,1.404491662979126,17.350433349609375,10.906403541564941,18.16399383544922,11.415437698364258,1.312636137008667,0.9742400646209717,15.900611877441406,0.18431448936462402,7.270378589630127,0.8480421900749207,8.48021411895752,0.9409143328666687,10.562628746032715,0.970792829990387
23,0.5349959135055542,3.317098359878888,2.8511768477913852,6.235197230431333,2.8920891056550566,242.88951206170705,0.43177702423472686,696.1264206308041,0.428677029091807,1096.243692112944,0.294436221214053,107.94710735402579,0.716273538179405,26.941105408757117,0.696688282300305,87.39685070123116,0.2871001951793168,0.3705369503512741,3.4005012267775565,534.5670853530045,2.1267085242732869e-16,1250.6729855135727,0.0,-0.0010242029337138461,2.117162794201528e-16,-0.001755250885784605,2.4707628550795147e-16,14486871574219.252,0.7923723050212325,794615983459.4911,3.0051518661793284,41353319567.01053,1.3135694764241599,4.443612142451573,4.057299973942842,15.890932998496869,3.918050787332696,0.2445531189441681,0.593201220035553,1.511908769607544,1.2673556804656982,19.861602783203125,12.22020435333252,18.316143035888672,11.529531478881836,1.1816152334213257,1.0526278018951416,15.591314315795898,0.18623250722885132,7.430708408355713,0.8467650413513184,8.864293098449707,0.9353671669960022,11.133056640625,0.9354252815246582
24,0.49559760093688965,3.56359054491592,2.7634257483572933,5.894674077248302,4.51094736811511,246.1153078239696,0.4133458517416891,711.5088589547169,0.41425854627473063,1080.3424498688648,0.2996970626770466,113.75110984098238,0.6545630156358879,26.61021366304738,0.6284434897965825,89.19908160236781,0.2489858127698358,0.4340632910595939,3.075026614895977,496.21739733143806,1.1455345815463346e-16,1269.5880438962688,0.0,-0.0010490297633318287,4.134114056180692e-16,-0.0017558026110733977,2.4694924213603697e-16,12239568828193.488,0.7969691258023764,536598231367.45276,3.3827948495450126,31535142964.418846,1.2402169112643902,4.465701282298947,3.8961162815183883,20.649921445395982,3.984586972883331,0.2445531189441681,0.6038472652435303,1.4634102582931519,1.2188571691513062,18.714950561523438,11.888347625732422,18.216609954833984,11.145111083984375,1.1993566751480103,1.0244582891464233,15.886798858642578,0.18680621683597565,7.357156276702881,0.8522635698318481,8.887818336486816,0.9060017466545105,11.127852439880371,0.9404818415641785
25,0.4561993181705475,3.1265775977950807,2.9232154725466293,6.299595833431374,2.6606849121317344,242.94005008536448,0.41620408402971837,699.2362159210853,0.41662219007921747,1096.0381770779804,0.2852991693224233,113.71343677486371,0.6710091262576281,25.812780925362475,0.6509417014288684,89.25232764194422,0.26233646019808277,0.3508891477581476,3.56774693640154,643.5638218966002,0.0,1232.22442135141,0.0,-0.0014262187066621387,3.0401657341868383e-16,-0.0017267086901617647,2.511101766126107e-16,22116165279498.965,0.7492982754437498,949517807631.7971,2.961698510674213,52951258838.57643,1.270175174212642,6.260928069290994,4.281919494238268,22.103761967192465,4.0974589157890255,0.2445531189441681,0.5767024159431458,1.5840206146240234,1.3394675254821777,18.199169158935547,10.930468559265137,17.383275985717773,11.460722923278809,1.2117332220077515,1.058900237083435,15.619927406311035,0.19049717485904694,7.628267765045166,0.8184651732444763,8.752300262451172,0.9536274671554565,10.903643608093262,0.9778181314468384
