segment_id,time_to_failure,f0_semitone_mean,f0_semitone_cv,jitter_local_mean,jitter_local_cv,formant1_hz_mean,formant1_hz_cv,formant2_hz_mean,formant2_hz_cv,formant3_hz_mean,formant3_hz_cv,formant1_bandwidth_hz_mean,formant1_bandwidth_hz_cv,shimmer_local_mean,shimmer_local_cv,loudness_db_mean,loudness_db_cv,hnr_db_mean,hnr_db_cv,alpha_ratio_mean,alpha_ratio_cv,hammarberg_index_mean,hammarberg_index_cv,spectral_slope_0_500_mean,spectral_slope_0_500_cv,spectral_slope_500_1500_mean,spectral_slope_500_1500_cv,formant1_relative_energy_mean,formant1_relative_energy_cv,formant2_relative_energy_mean,formant2_relative_energy_cv,formant3_relative_energy_mean,formant3_relative_energy_cv,h1_h2_ratio_mean,h1_h2_ratio_cv,h1_a3_ratio_mean,h1_a3_ratio_cv
11,1.001997947692871,1.4625776046827943,4.131017088951285,13.319060527352853,2.507006676263491,307.4038822217099,0.2459593447842909,720.8462976831628,0.13523437663618842,1113.5571465645044,0.07735316249676737,204.60584337089892,0.5527176142053398,25.995581675936133,0.6040712070429275,107.21276318028065,0.05303058576923689,0.06780620008693439,7.473461114344253,116.61645924813459,1.2182726812435146e-16,132.62420573475174,2.1430257978130624e-16,-0.002990687704356313,3.348872115152309e-18,-0.0004616016406110588,0.0,92422595982883.3,0.7628779845021476,846312254944.246,4.273568070725712,406779355444.21826,0.28403518718425647,2.465098988696231,7.699360141158581,13.597460551641703,3.8254576401127665
12,0.9626996517181396,2.459555396772877,3.221903552259622,7.636169792016563,3.0271493520025383,319.75681360282397,0.2529569171352433,733.4564300362354,0.131516419149176,1118.9848254234876,0.07962292962849458,213.1870735459352,0.5096541374232083,24.50910976063204,0.6460972871812439,106.45307394094552,0.04611117608275733,0.16112058672896182,4.860774407051296,36.47691702271311,0.0,52.677272658984826,0.0,-0.0018336569602839764,1.1825572568574606e-16,-0.00045966109207762936,2.3586990310295833e-16,31118288272906.773,0.833989289368493,830220090341.8961,2.868238414857877,400564445100.74585,0.3020157075049251,1.6729248891014217,5.585882437955603,7.971460051422482,2.868045932030554
13,0.9243968725204468,3.497219553276528,2.817864654122225,5.732525550698992,2.9854488296452573,332.95262293174,0.2624933530693723,748.6487679521972,0.12213886811785177,1130.677857475567,0.08051892184356373,218.96150328300286,0.49915571735109665,21.389078178368653,0.6494318468030246,105.69087594399723,0.038235594761398616,0.3373761664530034,3.511442433684701,17.26389805666565,0.0,34.85878451865045,4.076692550079819e-16,-0.0011613941089182029,0.0,-0.0004523104536810501,2.3970309853816404e-16,13113789484098.932,0.9808572169075676,556741055959.6234,0.37145941259059523,366254691469.2207,0.3570525435514556,2.233170850282947,3.879314862669581,5.412350198202069,2.7321594429610903
14,0.8849985599517822,2.034498614663308,3.7297930559645662,10.265990162312983,2.6019499246740305,343.6325760324446,0.25312330049612064,748.5400981843253,0.12547683938519172,1132.518216988705,0.08239424960363452,235.56748598992078,0.4540444682201414,23.16919046935213,0.5764995481344493,105.06118775947435,0.03497738491596677,0.2106077432029119,4.42489081874802,13.668140085319973,1.2996331822119058e-16,30.74534067355462,2.311058261817435e-16,-0.0009025338064446317,2.4025740969338806e-16,-0.0004562052224346448,0.0,10657850010616.426,0.9281744052669079,618160906901.84,0.3012960369414972,423673491583.52826,0.2787058820974149,0.9988803596087384,5.254426278382696,2.2966814058343434,3.526452649309509
15,0.8466957807540894,2.9760980864016395,3.0823396603374764,7.680798024140253,2.938222480901165,323.1662297704968,0.24937522221483016,736.7899975447089,0.12066740913253632,1120.8073322265452,0.07969711117259175,217.77088920771524,0.5075006416108855,23.898322451375183,0.6383175862260967,105.9010788165436,0.03884123699052921,0.3298039688250227,3.461088030626865,18.702333425786012,0.0,35.46346542489048,0.0,-0.0012580668314891594,0.0,-0.00044876683971239756,2.4159587486017014e-16,19174170934569.71,0.8966175522630138,612954250090.6854,0.4293361489431542,409183643877.9991,0.31244545617307923,2.245706557081265,4.4298747821509865,5.558466944822253,3.124936797670988
16,0.8072974681854248,2.4944270388286043,3.353183405331859,8.388494564629791,2.993828906725656,333.32500205681833,0.24509286637458855,746.1431339104633,0.12039815055106155,1130.927540598112,0.07810514705945118,227.9562910134252,0.48616942009853925,22.621241720360448,0.5904979789555189,105.48116570500899,0.03917214419100219,0.16884370201529603,5.539278407999925,20.21269465203914,3.5153290938792157e-16,36.90202052144321,1.9254846366670206e-16,-0.0015334237161508367,0.0,-0.000451729206647266,2.400915187764616e-16,15890774098420.51,0.9476339238630882,543205030010.87616,0.8818170253513908,395569568398.56573,0.31109578034075935,1.7148514982030876,4.441990756679321,5.625258455180558,2.9365693953930787
17,0.7679991722106934,2.535344542050273,3.32301120781297,7.705685031519247,3.1285453310998723,328.4547752749118,0.24860499319870993,741.8580600091647,0.12038499392099201,1124.6982203680086,0.07833165196914829,224.0967641988549,0.4811347261816713,22.67972961074068,0.6520006571620282,105.59617825057164,0.037980022528762675,0.23609225335050663,4.357202444618426,16.948285257754463,2.096208333037706e-16,33.18849013241555,2.1409311870626664e-16,-0.001180478136365041,1.8368864938473287e-16,-0.0004391929719710814,3.7029355261070534e-16,16851601006769.693,0.9377614733641958,610432188242.0853,0.3075960974890843,425935717713.3493,0.3076230722878562,1.8649452315789221,5.053126848032262,3.143957049529592,3.6524140865825108
18,0.7296963930130005,3.4918229173019557,2.806110465601757,5.96111483951198,3.164037417718564,323.7984409906579,0.2491237436064195,732.2198168160968,0.12593764741528524,1119.5507519417088,0.08245349836241822,218.6876071903941,0.5176443793128357,22.17937827918181,0.664068575464198,105.99920425410265,0.041800264049378644,0.3965923491214785,3.4585465418461148,22.52420850653443,1.5768661354308442e-16,39.18246386141447,1.8134202542066733e-16,-0.001131032698609953,1.9171897926876851e-16,-0.00045985761359252936,1.1788455170019153e-16,27317543022682.332,0.9719187223812727,582421842892.7588,0.35421587287827505,430381989531.7559,0.3575109136308335,4.480198743019265,3.9970531571437546,8.364237083738011,3.2266736331839887
19,0.6902980804443359,2.0797429948384307,3.559715823134408,9.434356765402608,3.209303077476998,329.6198212748545,0.26600321956152706,738.4713551203766,0.1322765013451547,1123.386346015439,0.08134938895676405,231.35329364682994,0.507185734887695,24.361747849590525,0.6611479529247204,105.84715239824119,0.043663550378670916,0.16251731881952067,6.129836965189823,25.478853892885063,2.788754701240774e-16,41.87941873382926,0.0,-0.0016769824453246357,1.2930393821452569e-16,-0.0004438917807111037,1.2212460554559485e-16,28989372415660.28,1.020309001789817,654343275163.2157,1.4588776755775081,413236708904.104,0.28614895448737987,1.735627939243766,6.079638555732736,5.270427745162489,3.7801327687844077
20,0.6508997678756714,4.034399421115845,2.5693738737991767,4.819657736832267,2.709426381725713,312.65316288775426,0.24388434157505248,724.4543671766512,0.12519443725835458,1113.827301007751,0.07882932877935069,209.69649097674068,0.5664538645444493,21.40933822843955,0.6473910931618613,106.54668551494953,0.04413994258279626,0.35654756851563474,3.370834250211476,28.66688928161131,1.2389785746345586e-16,44.41620094301722,1.5997377548603835e-16,-0.0012799094057518129,0.0,-0.0004402082067945739,2.4629303946426755e-16,38049732628720.08,0.9884110109535456,626478509445.9503,2.1989350023008956,388538677106.8506,0.37361669420695065,6.815625756648357,3.811801467850337,13.456933061418436,3.0405034433513465
21,0.6125969886779785,2.5763459507536517,3.266439031665108,7.784448495733021,3.4329915350752183,318.5902127687093,0.2504045625714447,734.6671911243218,0.12576205859772555,1120.9896456736503,0.07880401659334044,220.30704359830068,0.5060300813363434,24.230116308469505,0.6142682381415376,106.31884874410204,0.0434970607291209,0.11563008457077059,6.061900137037406,32.8828796433297,2.160828806561757e-16,50.54492859122721,3.2464743838457304e-18,-0.0018764136581648837,1.1556110431916647e-16,-0.00046568808040969156,2.328172478736565e-16,25560207155702.35,0.834304133453168,687467654259.133,1.2356266610768813,432528536669.9409,0.3084498673691147,2.4637801526377268,4.713227866070347,8.04668677054668,2.908948163112771
22,0.5732986927032471,0.7333969162372952,5.480626552640641,27.56967181952356,2.0661386326093147,318.3531574026681,0.2567515414821688,734.6672126887589,0.1302261844209944,1118.447298966858,0.07959090988249205,214.36936345021402,0.49474759411417435,24.584822750467268,0.5701576624317326,106.51536607025099,0.048813238672760405,0.03941591590565204,10.151319576375306,93.25043915007109,0.0,110.0762230185253,3.8724300828424e-16,-0.0028738182943985804,1.509075468826607e-16,-0.0004577000793917535,4.737609719999707e-16,61228493296110.44,0.885134098505087,647352126796.6523,1.25376563552865,472936222485.6121,0.21920420666441903,0.5823504059707296,10.858248457784214,26.96455417363937,5.289754239637336
23,0.5349959135055542,2.855717682779448,3.047430661663163,8.788377264092308,3.4804862343107597,330.64413369965797,0.2510339763477924,740.1974099593644,0.12125039728802946,1124.3262596942352,0.08188453430533471,220.9823415642996,0.5132772107919739,22.214806271902912,0.6926238979352606,105.61614371228919,0.037563624539307575,0.36091553511467817,3.279630488342072,15.175330369729032,1.1714916997379472e-16,31.476569427911155,0.0,-0.0008717957638227616,1.2436423959338321e-16,-0.0004611503238227234,3.526100325775007e-16,14603967111972.35,0.922363050521902,601284858529.9456,0.7486082326892717,409220599868.6644,0.3344913096805919,1.600884792474643,4.766420045792185,3.4940427780151264,3.0846492046704137
24,0.49559760093688965,2.804228414779361,3.1249948375519354,7.853033932741269,2.85691181472125,328.2523944482478,0.24698624322114507,739.7502735470096,0.11782199229468139,1123.1512567090156,0.07854359995229945,222.89384248804424,0.4978938527308788,22.048352716650655,0.6041014476762435,105.50490015854359,0.034541163161640416,0.4144782069114732,2.9864870541639066,12.999031526862323,1.3665301416720416e-16,28.538431338454362,2.489277019378479e-16,-0.000820755737727094,1.3209803144209123e-16,-0.00045874171488945805,2.3634261661744937e-16,13537413591362.7,0.8992239565605891,592124258031.118,0.32495533012829436,395829596041.9061,0.32668090138218786,1.568988385407778,4.612229776847344,2.761249476679951,3.3626369256514104
25,0.4561993181705475,2.9857144815011223,3.0333473231265904,7.9393458022912204,3.0847669356619134,328.50625868619954,0.2552109264669918,738.213849205461,0.12678678533181764,1120.6799165443967,0.08079507189377717,219.43034851629858,0.5319919750739246,23.09628584371909,0.5980398358967975,105.88348803315262,0.040766253306090204,0.35708660716284646,3.3880755417113737,21.18189749264713,3.3544810421575817e-16,37.76670994505433,1.881399615677002e-16,-0.0011971196352370055,0.0,-0.00045896029958123694,3.543450839238433e-16,24982612399674.83,0.9512008858469693,633207337322.136,1.2379458430370733,425031580766.06305,0.3481531587017532,3.3293458916997576,4.3418126573606965,5.898444721028123,3.0288993486261213
26,0.4178965091705322,2.3860404022320223,3.4896332230329103,8.392197050861071,3.3644417007781766,333.23612760271203,0.2548990907351331,746.8165125732475,0.120885218259749,1129.374255460233,0.08008640227786855,231.02319903572553,0.4648849404812897,24.10554765827855,0.6155887182927822,105.5289148321199,0.039174235659485204,0.2345322257028194,4.2937853515401905,19.341429014317164,1.8368413606722983e-16,37.06069644927923,1.9172406453088098e-16,-0.001647186318392385,2.6328586156389647e-16,-0.00043131208129122776,0.0,17984095631179.82,0.9312416221362374,619406760506.1866,0.5018775590240369,399734695296.67096,0.30594068352726306,2.0331250630190834,4.510945803625418,4.308574870920611,3.2626756321008603
27,0.37849822640419006,3.085863945794414,3.033466962091072,6.055732958382859,2.8527741651863736,329.41420382594083,0.23879139677513028,739.8814254944525,0.11869625376195844,1122.5478466788372,0.07893173752733108,227.512929174044,0.5061058672328655,22.62914513384954,0.59529212509465,105.45068595242839,0.036948456925520026,0.36187978750962685,3.5964852118842425,16.076198956029028,2.2099214425734219e-16,31.696602154638875,1.120850008296726e-16,-0.0006587510205113835,3.2916903009693903e-16,-0.00046379491948680084,3.506513742168191e-16,18563623279327.81,0.9844861943022221,579131102251.0676,0.3361744371439971,422547717708.1435,0.344954375646945,3.111803644345025,4.255946819730379,4.727210630728987,3.5220852784329
28,0.3391999304294586,2.853486796004778,3.155573706447499,7.688120421200924,2.825006679914605,326.9137393355078,0.24501857954766526,739.8626278360795,0.11932186216600074,1123.6923350116078,0.07848980693112599,220.93458838746324,0.49877058959481174,22.615377284701825,0.6480004018783859,105.7519313946943,0.03818620783593532,0.12399070799507163,6.8419232883727235,21.755116467933533,4.898416402997728e-16,39.13836543427749,0.0,-0.001530911390612306,2.832261401958929e-16,-0.0004527954790618054,3.5916950012353603e-16,21605324912416.676,0.9481320165467302,633100162009.2621,1.6019085874408534,457954315545.05133,0.3305966849387,2.802484406450064,4.265880217974623,5.585625125612196,3.110497729538542
29,0.30089712142944336,0.21049696021754316,10.782158081188854,2.7912825722059478,1.9338942663369436,290.39490969079645,0.2583352980101291,656.5360399722159,0.22509398134825867,1084.5812364781864,0.08996242996779269,171.33884731660436,0.6642814249737536,36.53102385467717,0.5013768147617129,111.74449586140351,0.09261001176328011,-0.008446357386178114,47.23169448765882,8432.466837511385,2.157126068322235e-16,8877.74899697007,0.0,-0.00601837086527189,2.8823804893559647e-16,-0.0007855109588089174,5.521003419886069e-16,3649964663530287.0,0.7518926487534432,76708894784975.6,5.231429904694997,533165323605.65186,1.0331685241175468,0.9858036512478133,29.10558267957553,107.47503437864916,10.734770156612791
30,0.2614988386631012,7.238929273524432,1.8440751914136488,2.5701490162370346,3.4492465328131328,296.47945765293775,0.19854059167726687,704.3802299527541,0.1260989012268327,1094.9271746607533,0.07556079315129063,165.94492640631634,0.6510871431005901,21.88830005195093,0.6139112057765698,108.0741213229266,0.046028809606703365,0.6666069881141289,2.71065913990508,39.566703899496524,1.7958097737050614e-16,54.9460782641944,5.1726547786987395e-16,-0.0007857461060655332,1.3798377925338128e-16,-0.0004468971783168706,2.426066274503876e-16,60291164705470.86,1.0274299424154214,500392018358.3543,0.5875877831580734,363162211230.8856,0.5216989204909905,20.72587478456183,2.574521740283826,40.82596484782754,2.2402053930050516
31,0.22319604456424713,2.651625129426487,3.2621402542753066,8.334858954435333,2.522747419888055,318.88473026584717,0.2118718573284484,728.8964789927977,0.11398894447286506,1111.7337200750435,0.0739427762241984,208.55482715617865,0.5205338848567128,23.77004446092636,0.6219582462181301,105.84279842041411,0.0376104627724386,0.15430786032018648,5.860655437988776,25.207035376736997,1.4094135330484839e-16,40.430573820930206,0.0,-0.0005246640075851176,0.0,-0.0004790727506863085,2.2631263642782886e-16,43685103029566.71,0.9924855161553015,582276967908.405,0.3562030997514108,393400283062.26166,0.3020370202475432,4.310146370080185,4.4724564374315445,11.397764294867974,4.04551975476128
32,0.18379774689674377,1.4097920398372343,4.6198036858252465,16.17240035707586,2.6171931868653315,357.48490759280935,0.22639265002123923,760.7065882204262,0.1127331900764571,1139.9421326612623,0.07918600932977342,246.47972085560505,0.45701341398638623,24.43628874911459,0.578846339269879,104.14715692792609,0.024027385014001063,0.12814492736509842,7.216616090655139,6.256116892406242,1.419317374985804e-16,21.368937765869653,3.325119589682998e-16,2.8418067620260893e-05,2.3844913273424723e-16,-0.00047890570444049694,2.263915761354675e-16,4712264187337.61,0.8913679414961927,558925462121.7432,0.23724683796099055,410192674640.90466,0.23051986041966271,0.34545412153847393,5.96042637989051,0.6634253725681121,4.923069000377733
33,0.14449945092201233,0.919064603043281,5.980272451095001,17.461817784367334,2.3213754163983498,389.18381801896356,0.22525698448274276,786.0771871404893,0.1127562261211512,1164.985032849023,0.07721080004764574,271.0705114128656,0.39120535129881057,19.75693394150799,0.6385494266438348,103.25743006052049,0.017023967341537778,-0.2239531722541,4.098235197931679,3.9282717349266973,2.260990276724578e-16,19.506302543343395,0.0,0.00015717285918178382,1.7245378402633946e-16,-0.0004294011806967018,3.786813777326544e-16,2055588346831.079,0.7907742534309492,592906659058.7063,0.19557591104071267,439030052210.636,0.1858713830345617,0.18298302656076149,7.010045932496529,0.24830768581648086,6.321033449078445
34,0.10619665682315826,1.0236494128712366,5.370526618678466,21.905869040291673,2.808578373074995,385.3683393698097,0.23007371237237248,784.745325062233,0.10997752804192641,1161.681683961972,0.07865969094491546,265.06660357694784,0.3911350546148005,23.47012410328264,0.6666764892474235,103.44745419722348,0.023326502481806975,0.15354372748461032,5.13370490109337,5.79681734644616,1.5321828627990815e-16,20.915030963104606,1.6986413670951314e-16,-0.0002490714602209837,0.0,-0.00045690405073356964,4.745863691708549e-16,3343524622416.849,1.0850344195313595,616505283481.3657,0.19923914411635224,427827225149.31055,0.23772106687719172,0.21451972818310253,7.678653482377423,0.3493605358701958,6.335036941228908
35,0.0667983666062355,0.9204421958559397,5.922184298907197,21.79714096130639,3.5242560981196838,395.74680966122537,0.21554020307999486,790.7298953334326,0.10733547062322052,1168.205167484489,0.07718048747740422,266.22236264701866,0.39702920562029487,21.997279834234828,0.5879382149686757,103.16700737438853,0.018785829769675855,-0.4521852296075095,2.473703885601001,4.131792209453103,2.1496202487338719e-16,18.585238768845556,1.9115781739408784e-16,0.00010216475633779135,3.979609302231256e-16,-0.00044546428994902856,3.6508050037284546e-16,2042320615091.9424,0.7401969828710098,620335961028.4739,0.1987017523035026,402020140872.7889,0.20771313387166285,0.10653615726597551,7.034183379619648,0.21128031800412775,6.15257777171233
36,0.028495565056800842,0.47454900670301187,8.537315448241738,59.368336507716066,3.057280279284212,412.08924611142396,0.2129438928490711,806.4609919296563,0.10477022405733401,1184.0803227056883,0.0744870555283769,270.09729548959575,0.38429291304289515,21.555578042986227,0.5779431567561136,102.90865125682195,0.016165709956144338,-0.8801194963068534,1.2407910354654428,3.6360452377327923,2.4427045364648354e-16,19.352131207913974,0.0,2.727168414350458e-05,2.4847250145526256e-16,-0.00044773406091798407,1.2104428811202643e-16,1431131341052.1182,0.6439769566160349,654193894866.4224,0.18586190453672838,404237212307.444,0.1747017593805456,0.05718773358174314,9.080090558450653,0.0769980243921985,8.396920763159473
37,11.530097007751465,1.2064569786346584,5.3337727857488275,18.085679799881067,3.958818662074629,398.9136202692838,0.22205255094542414,793.8600962394408,0.10989652453660001,1173.1710439359072,0.07630710827748267,269.72823492021996,0.4185356410713996,23.033240858850753,0.6058189861405524,103.24383658325863,0.02343910116121629,0.09282379241852247,6.906714247586582,6.193923597877601,0.0,21.452330751512758,3.312193644553027e-16,-0.0002257732604620611,2.4010863161266467e-16,-0.0004461697573934066,1.215982447908639e-16,2346442565981.2676,0.8983346213477311,591491327398.2418,0.1886966413988611,438796153908.2664,0.2195062824859053,0.3341364134076852,5.5449692798745405,0.43567741684383793,5.2875737510476295
38,11.490798950195312,0.7513728815617257,6.540654178638931,27.664301189314145,2.6410952495200815,397.29711775625844,0.22577940599837237,789.4710887066798,0.11660371886857579,1169.3184438698404,0.07715435754977586,271.71276270220795,0.38802586141411227,22.021177516480684,0.6470104413407773,103.2985071164052,0.02649627694820943,0.07764431345113017,8.214247641063764,9.938774851852626,0.0,24.304987611911045,1.4628909796445625e-16,-0.00038086123957445573,3.2870996105557303e-18,-0.00046631142423069014,0.0,4514398231866.268,1.196141038589392,628851002916.1458,0.19417239339084735,399923778770.41406,0.18089376456422857,0.3767254891249072,7.899642246837708,0.5897956629767284,6.992567114086062
39,11.452496528625488,1.3628588291356223,4.8509419546074914,20.292989567422172,3.3198288066384554,395.1830671073182,0.22617823945565255,789.3089267648572,0.10936829034457467,1168.8512368730096,0.07557855504774416,272.04966011698787,0.3992605329787461,22.305400188941622,0.5923086978613831,103.22255206468341,0.025569981902871398,0.14706867345993602,6.200298944505082,8.220230195777448,4.321915073163586e-16,23.176398827135525,3.065189800615164e-16,-0.0003212783713383141,3.374650363076613e-16,-0.00044525835439338516,2.4349956868582714e-16,3392889416615.361,1.1950033846925117,580231417308.2792,0.21495413857058465,417954193124.21655,0.23602156888224748,0.5555807398148496,5.617538090161181,0.7405518801190663,5.218805031638011
